LRTPA, 1094.52, 1310.94, 1440.18, 1537.71, 1616.16, 1681.42, 1739.48, 1794.78, 1846.82, 1895.64, 1942.04, 1988.06, 2036.09, 2086.50, 2139.64, 2197.80, 2264.52, 2350.27, 2482.65, 
LRTPA, 1094.52, 1310.94, 1440.18, 1537.71, 1616.16, 1681.42, 1739.48, 1794.78, 1846.82, 1895.64, 1942.04, 1988.06, 2036.09, 2086.50, 2139.64, 2197.80, 2264.52, 2350.27, 2482.65, 
LRTPA, 1094.52, 1310.94, 1440.18, 1537.71, 1616.16, 1681.42, 1739.48, 1794.78, 1846.82, 1895.64, 1942.04, 1988.06, 2036.09, 2086.50, 2139.64, 2197.80, 2264.52, 2350.27, 2482.65, 
LRTPA, 1094.52, 1310.94, 1440.18, 1537.71, 1616.16, 1681.42, 1739.48, 1794.78, 1846.82, 1895.64, 1942.04, 1988.06, 2036.09, 2086.50, 2139.64, 2197.80, 2264.52, 2350.27, 2482.65, 
LRTPA, 1094.52, 1310.94, 1440.18, 1537.71, 1616.16, 1681.42, 1739.48, 1794.78, 1846.82, 1895.64, 1942.04, 1988.06, 2036.09, 2086.50, 2139.64, 2197.80, 2264.52, 2350.27, 2482.65, 
LRTPA, 1094.52, 1310.94, 1440.18, 1537.71, 1616.16, 1681.42, 1739.48, 1794.78, 1846.82, 1895.64, 1942.04, 1988.06, 2036.09, 2086.50, 2139.64, 2197.80, 2264.52, 2350.27, 2482.65, 
blockp2p, 1135.07, 1454.71, 1619.23, 2007.80, 2173.89, 2286.06, 2418.35, 2928.36, 3220.19, 3349.48, 3460.25, 3635.78, 3931.47, 4036.24, 4157.19, 4252.88, 4368.18, 4443.53, 4608.43, 
random_flood, 1790.92, 1986.51, 2104.49, 2193.47, 2263.73, 2325.17, 2379.27, 2429.62, 2475.47, 2520.62, 2563.67, 2607.09, 2650.32, 2695.62, 2743.62, 2796.59, 2858.11, 2935.40, 3051.77, 
perigee_ubc, 1370.77, 1523.10, 1617.12, 1691.92, 1751.70, 1802.61, 1849.84, 1896.11, 1940.12, 1981.62, 2021.09, 2060.60, 2100.32, 2142.09, 2186.13, 2232.03, 2283.14, 2346.07, 2440.90, 
LRTPA, 1064.99, 1274.32, 1401.33, 1495.25, 1574.44, 1639.93, 1697.20, 1750.32, 1802.47, 1851.78, 1899.27, 1944.69, 1991.12, 2041.09, 2093.82, 2152.61, 2219.51, 2304.47, 2435.70, 
LRTPA, 1064.99, 1274.32, 1401.33, 1495.25, 1574.44, 1639.93, 1697.20, 1750.32, 1802.47, 1851.78, 1899.27, 1944.69, 1991.12, 2041.09, 2093.82, 2152.61, 2219.51, 2304.47, 2435.70, 
random_flood, 1040.48, 1238.37, 1354.31, 1440.20, 1511.70, 1574.94, 1630.01, 1678.41, 1722.94, 1766.93, 1810.68, 1855.54, 1899.74, 1943.74, 1990.34, 2042.19, 2103.17, 2180.73, 2296.97, 
